prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
64,0,8,512,11.647
64,0,8,1024,13.304
64,0,8,2048,17.122
64,0,16,0,12.532
64,0,16,64,12.533
64,0,16,128,12.563
64,0,16,256,12.66
64,0,16,512,12.791
64,0,16,1024,13.211
64,0,16,2048,16.719
64,0,32,0,16.62
64,0,32,64,17.851
64,0,32,128,17.88
64,0,32,256,17.937
64,0,32,512,17.976
64,0,32,1024,18.147
64,0,32,2048,19.4
64,0,64,0,8.074
64,0,64,64,25.852
64,0,64,128,28.05
64,0,64,256,28.063
64,0,64,512,28.064
64,0,64,1024,28.196
64,0,64,2048,28.407
64,0,128,0,8.064
64,0,128,64,8.062
64,0,128,128,46.82
64,0,128,256,46.805
64,0,128,512,46.746
64,0,128,1024,46.765
64,0,128,2048,47.057
64,0,256,0,8.148
64,0,256,64,8.143
64,0,256,128,8.159
64,0,256,256,83.047
64,0,256,512,84.146
64,0,256,1024,84.327
64,0,256,2048,84.488
64,64,0,0,5.433
64,64,0,64,5.433
64,64,0,128,5.433
64,64,0,256,5.433
64,64,0,512,5.433
64,64,0,1024,5.433
64,64,0,2048,5.433
64,64,1,0,10.877
64,64,1,64,10.896
64,64,1,128,12.451
64,64,1,256,15.792
64,64,1,512,22.7
64,64,1,1024,36.378
64,64,1,2048,63.145
64,64,2,0,10.693
64,64,2,64,10.712
64,64,2,128,11.198
64,64,2,256,13.269
64,64,2,512,16.501
64,64,2,1024,23.19
64,64,2,2048,36.869
64,64,4,0,10.744
64,64,4,64,10.744
64,64,4,128,10.748
64,64,4,256,11.204
64,64,4,512,13.245
64,64,4,1024,16.521
64,64,4,2048,23.364
64,64,8,0,10.905
64,64,8,64,10.905
64,64,8,128,10.925
64,64,8,256,10.958
64,64,8,512,11.65
64,64,8,1024,13.307
64,64,8,2048,17.125
64,64,16,0,12.535
64,64,16,64,12.536
64,64,16,128,12.566
64,64,16,256,12.663
64,64,16,512,12.794
64,64,16,1024,13.214
64,64,16,2048,16.722
64,64,32,0,16.623
64,64,32,64,17.854
64,64,32,128,17.883
64,64,32,256,17.94
64,64,32,512,17.979
64,64,32,1024,18.15
64,64,32,2048,19.403
64,64,64,0,8.077
64,64,64,64,25.855
64,64,64,128,28.053
64,64,64,256,28.066
64,64,64,512,28.067
64,64,64,1024,28.199
64,64,64,2048,28.41
64,64,128,0,8.067
64,64,128,64,8.065
64,64,128,128,46.823
64,64,128,256,46.808
64,64,128,512,46.749
64,64,128,1024,46.768
64,64,128,2048,47.06
64,64,256,0,8.151
64,64,256,64,8.146
64,64,256,128,8.162
64,64,256,256,83.05
64,64,256,512,84.149
64,64,256,1024,84.33
64,64,256,2048,84.491
64,128,0,0,7.267
64,128,0,64,7.267
64,128,0,128,7.267
64,128,0,256,7.267
64,128,0,512,7.267
64,128,0,1024,7.267
64,128,0,2048,7.267
64,128,1,0,12.711
64,128,1,64,12.73
64,128,1,128,14.285
64,128,1,256,17.626
64,128,1,512,24.534
64,128,1,1024,38.212
64,128,1,2048,64.979
64,128,2,0,12.527
64,128,2,64,12.546
64,128,2,128,13.032
64,128,2,256,15.103
64,128,2,512,18.335
64,128,2,1024,25.024
64,128,2,2048,38.703
64,128,4,0,12.578
64,128,4,64,12.578
64,128,4,128,12.582
64,128,4,256,13.038
64,128,4,512,15.079
64,128,4,1024,18.355
64,128,4,2048,25.198
64,128,8,0,12.739
64,128,8,64,12.739
64,128,8,128,12.759
64,128,8,256,12.792
64,128,8,512,13.484
64,128,8,1024,15.141
